City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Martapura,ID,-3.4167,114.85,80.69,89,40,3.44,scattered clouds
1,Castro,BR,-24.7911,-50.0119,55.38,85,31,3.56,scattered clouds
2,Atuona,PF,-9.8,-139.0333,78.13,68,0,19.77,clear sky
3,Ribeira Grande,PT,38.5167,-28.7,66.9,89,0,2.91,clear sky
4,Bluff,NZ,-46.6,168.3333,46.8,65,13,1.72,few clouds
5,Carnarvon,AU,-24.8667,113.6333,73.87,77,97,13.38,light rain
6,Cape Town,ZA,-33.9258,18.4232,61.21,51,0,13.8,clear sky
7,Chokurdakh,RU,70.6333,147.9167,48.52,52,82,12.08,broken clouds
8,Andenes,NO,69.3143,16.1194,45.05,81,100,11.3,overcast clouds
9,Viedma,AR,-40.8135,-62.9967,51.21,44,78,15.97,broken clouds
10,Herat,AF,34.5,62.0,76.42,33,86,24.18,overcast clouds
11,Esperance,AU,-33.8667,121.9,66.51,72,0,16.35,clear sky
12,Ahipara,NZ,-35.1667,173.1667,62.11,70,100,5.48,overcast clouds
13,Tuktoyaktuk,CA,69.4541,-133.0374,60.8,36,20,16.11,few clouds
14,Sindgi,IN,16.9167,76.2333,79.81,64,100,12.44,overcast clouds
15,Flinders,AU,-34.5833,150.8552,65.17,57,19,4.0,few clouds
16,Rikitea,PF,-23.1203,-134.9692,72.5,64,64,1.68,broken clouds
17,Dikson,RU,73.5069,80.5464,32.25,93,100,10.02,overcast clouds
18,Luderitz,NA,-26.6481,15.1594,54.46,76,0,4.81,clear sky
19,Albany,US,42.6001,-73.9662,68.41,83,100,7.81,overcast clouds
20,Mehamn,NO,71.0357,27.8492,40.91,87,100,6.91,overcast clouds
21,Makaha,US,21.4694,-158.2175,81.73,61,40,13.8,scattered clouds
22,Isfana,KG,39.8386,69.5306,66.76,50,42,5.99,scattered clouds
23,Lompoc,US,34.6391,-120.4579,65.01,72,0,27.0,clear sky
24,Chuy,UY,-33.6971,-53.4616,54.75,94,100,6.49,overcast clouds
25,Raxaul,IN,26.9833,84.85,86.32,68,25,4.21,scattered clouds
26,Dwarka,IN,22.2394,68.9678,84.92,76,63,14.58,broken clouds
27,Bonavista,CA,48.6499,-53.1147,49.01,85,4,12.24,clear sky
28,Ushuaia,AR,-54.8,-68.3,24.01,95,79,4.34,broken clouds
29,Pevek,RU,69.7008,170.3133,33.85,79,16,9.95,few clouds
30,Guarapari,BR,-20.6667,-40.4975,65.89,76,54,4.88,broken clouds
31,Pyay,MM,18.8167,95.2167,86.18,62,56,7.54,broken clouds
32,Georgetown,MY,5.4112,100.3354,84.13,87,20,2.3,few clouds
33,Punta Arenas,CL,-53.15,-70.9167,33.91,75,75,23.02,broken clouds
34,Kodiak,US,57.79,-152.4072,56.71,67,100,9.22,overcast clouds
35,La Ronge,CA,55.1001,-105.2842,57.45,77,75,11.5,broken clouds
36,Finschhafen,PG,-6.6024,147.8681,81.82,74,94,9.33,overcast clouds
37,Chimoio,MZ,-19.1164,33.4833,57.06,100,75,2.91,broken clouds
38,Mataura,NZ,-46.1927,168.8643,46.47,71,7,2.08,clear sky
39,Makakilo City,US,21.3469,-158.0858,80.62,69,40,14.97,scattered clouds
40,Kruisfontein,ZA,-34.0033,24.7314,49.89,38,100,7.72,overcast clouds
41,Busselton,AU,-33.65,115.3333,67.08,77,1,24.49,clear sky
42,Quatre Cocos,MU,-20.2078,57.7625,69.1,73,1,7.16,clear sky
43,Vaini,TO,-21.2,-175.2,80.76,74,40,10.36,scattered clouds
44,Saint George,US,37.1041,-113.5841,101.62,6,0,11.5,clear sky
45,Hobart,AU,-42.8794,147.3294,52.27,88,75,9.22,broken clouds
46,Kapaa,US,22.0752,-159.319,82.38,84,100,17.27,light rain
47,Port Hardy,CA,50.6996,-127.4199,55.58,76,75,3.44,light intensity shower rain
48,Berlevag,NO,70.8578,29.0864,40.95,81,100,9.22,overcast clouds
49,Sumbe,AO,-11.2061,13.8437,67.32,85,88,6.4,overcast clouds
50,East London,ZA,-33.0153,27.9116,53.82,55,76,9.8,broken clouds
51,Paamiut,GL,61.994,-49.6678,38.57,73,100,17.13,overcast clouds
52,Maragogi,BR,-9.0122,-35.2225,74.34,86,100,7.96,overcast clouds
53,Lengshuitan,CN,26.4111,111.5956,72.12,98,99,0.09,overcast clouds
54,Gunnedah,AU,-30.9833,150.25,60.75,43,5,3.94,clear sky
55,Port-Cartier,CA,50.0334,-66.8654,61.02,78,100,3.67,moderate rain
56,Thompson,CA,55.7435,-97.8558,46.56,66,20,11.5,few clouds
57,Olafsvik,IS,64.8945,-23.7142,48.97,79,100,11.12,overcast clouds
58,Mar Del Plata,AR,-38.0023,-57.5575,43.09,90,40,2.3,fog
59,Beyneu,KZ,45.3167,55.2,80.8,23,96,3.65,overcast clouds
60,Hithadhoo,MV,-0.6,73.0833,81.73,74,100,9.37,overcast clouds
61,Avarua,CK,-21.2078,-159.775,78.85,69,20,6.91,few clouds
62,Arequipa,PE,-16.3989,-71.535,53.67,16,0,6.91,clear sky
63,Governador Valadares,BR,-18.8511,-41.9494,63.25,68,0,1.92,clear sky
64,Nago,JP,26.5881,127.9761,82.83,83,100,7.81,light rain
65,Sitka,US,57.0531,-135.33,70.48,45,40,5.28,scattered clouds
66,Te Anau,NZ,-45.4167,167.7167,46.45,83,12,0.74,few clouds
67,Champerico,GT,14.3,-91.9167,76.95,87,100,9.1,overcast clouds
68,Alofi,NU,-19.0595,-169.9187,80.49,74,75,16.11,broken clouds
69,Honiara,SB,-9.4333,159.95,87.22,61,9,9.31,clear sky
70,Mehriz,IR,31.5917,54.4318,73.9,24,0,2.89,clear sky
71,Tura,IN,25.5198,90.2201,74.61,97,99,7.27,heavy intensity rain
72,Hermanus,ZA,-34.4187,19.2345,52.81,48,27,7.34,scattered clouds
73,Labuan,MY,5.2767,115.2417,88.16,66,20,5.75,few clouds
74,Karwar,IN,14.8,74.1333,79.93,80,100,1.45,overcast clouds
75,Nikki,BJ,9.9401,3.2108,71.53,90,79,5.23,broken clouds
76,Saint-Philippe,RE,-21.3585,55.7679,69.39,75,5,7.7,clear sky
77,Bethel,US,41.3712,-73.414,66.88,90,100,6.91,overcast clouds
78,Hasaki,JP,35.7333,140.8333,77.29,81,100,9.78,moderate rain
79,Puerto Ayora,EC,-0.7393,-90.3518,71.55,92,53,5.99,broken clouds
80,Thinadhoo,MV,0.5333,72.9333,83.43,72,96,8.03,overcast clouds
81,Sur,OM,22.5667,59.5289,88.75,61,74,7.23,broken clouds
82,Lindi,TZ,-10.0,39.7167,67.66,96,0,3.53,clear sky
83,Ipixuna,BR,-1.7625,-48.8043,76.73,74,59,2.21,broken clouds
84,Tselina,RU,46.5338,41.0328,58.51,65,10,4.79,clear sky
85,Oktyabrskiy,RU,54.4815,53.471,63.01,89,48,3.02,scattered clouds
86,Novyy Urengoy,RU,66.0833,76.6333,58.77,42,56,17.96,broken clouds
87,Malanje,AO,-9.5402,16.341,57.34,61,7,2.98,clear sky
88,Bosaso,SO,11.2842,49.1816,90.52,38,100,19.69,overcast clouds
89,Hilo,US,19.7297,-155.09,80.33,71,100,8.05,overcast clouds
90,Lodi,US,38.1302,-121.2725,79.39,38,2,11.01,clear sky
91,Nikolskoye,RU,59.7035,30.7861,54.88,75,100,6.31,overcast clouds
92,Santa Maria,BR,-29.6842,-53.8069,62.53,96,100,4.94,overcast clouds
93,Luebo,CD,-5.35,21.4167,71.47,52,82,1.81,broken clouds
94,Kaitangata,NZ,-46.2817,169.8464,46.26,62,10,3.24,clear sky
95,New Norfolk,AU,-42.7826,147.0587,51.93,74,100,3.53,overcast clouds
96,Bredasdorp,ZA,-34.5322,20.0403,50.94,45,89,5.59,overcast clouds
97,Yulara,AU,-25.2406,130.9889,67.84,33,39,7.38,scattered clouds
98,Karratha,AU,-20.7377,116.8463,78.71,37,92,12.15,overcast clouds
99,Saint Anthony,US,45.0205,-93.218,75.13,53,0,13.8,clear sky
100,Khatanga,RU,71.9667,102.5,68.23,42,100,17.78,overcast clouds
101,Gasa,PS,31.5,34.4667,72.88,82,0,7.87,clear sky
102,Saskylakh,RU,71.9167,114.0833,60.57,38,57,12.62,broken clouds
103,Wyoming,US,43.0002,-107.5009,78.08,15,0,8.68,clear sky
104,Chapleau,CA,47.8405,-83.4034,57.9,66,5,13.94,clear sky
105,Ca Mau,VN,9.1769,105.15,86.59,66,84,3.53,broken clouds
106,Talnakh,RU,69.4865,88.3972,54.21,93,100,9.57,moderate rain
107,Seminole,US,28.7086,-81.2081,85.21,85,0,9.22,clear sky
108,Sistranda,NO,63.7256,8.834,49.96,95,100,9.6,overcast clouds
109,Port Elizabeth,ZA,-33.918,25.5701,52.11,72,0,8.05,clear sky
110,Torbay,CA,47.6666,-52.7314,49.28,83,0,3.0,clear sky
111,Luwuk,ID,-0.9516,122.7875,84.87,69,20,5.08,few clouds
112,Chumikan,RU,54.7183,135.315,45.37,80,54,8.59,broken clouds
113,Sinnamary,GF,5.3833,-52.95,77.41,83,100,4.41,overcast clouds
114,Jamestown,US,42.097,-79.2353,76.71,89,0,8.01,clear sky
115,Saint-Pierre,RE,-21.3393,55.4781,69.48,60,0,8.05,clear sky
116,Clyde River,CA,70.4692,-68.5914,30.43,100,100,34.52,snow
117,Kieta,PG,-6.2167,155.6333,83.91,68,89,4.41,light rain
118,Ozernovskiy,RU,51.5,156.5167,51.6,72,64,8.5,broken clouds
119,Labuhan,ID,-6.8844,112.2051,82.94,76,55,7.4,broken clouds
120,Arraial Do Cabo,BR,-22.9661,-42.0278,69.22,77,0,17.76,clear sky
121,Omboue,GA,-1.5746,9.2618,71.44,88,96,4.9,overcast clouds
122,Port Alfred,ZA,-33.5906,26.891,54.0,60,44,12.24,scattered clouds
123,Imphal,IN,24.8167,93.95,69.03,98,100,1.34,moderate rain
124,Yellowknife,CA,62.456,-114.3525,59.56,55,40,8.05,scattered clouds
125,Cherskiy,RU,68.75,161.3,56.34,31,51,10.87,broken clouds
126,Naze,JP,28.3667,129.4833,74.32,93,100,1.39,moderate rain
127,Mahebourg,MU,-20.4081,57.7,69.26,94,20,5.75,few clouds
128,Baculin,PH,7.4525,126.5842,85.46,68,47,6.55,scattered clouds
129,Brae,GB,60.3964,-1.353,54.01,93,100,11.9,overcast clouds
130,Uruguaiana,BR,-29.7547,-57.0883,58.93,100,75,4.61,broken clouds
131,Santiago Tuxtla,MX,18.4667,-95.3,75.13,82,1,7.14,clear sky
132,Tasiilaq,GL,65.6145,-37.6368,35.76,98,100,1.12,light rain
133,Grootfontein,NA,-19.5667,18.1167,44.17,61,6,3.44,clear sky
134,Manyana,BW,-23.4,21.7167,44.49,30,2,8.59,clear sky
135,Evansville,US,37.9748,-87.5558,86.22,73,0,6.91,clear sky
136,Bahia Blanca,AR,-38.7196,-62.2724,51.24,41,0,17.29,clear sky
137,Manta,EC,-0.95,-80.7333,71.38,88,75,8.05,broken clouds
138,Lofthus,NO,59.9468,10.8018,53.49,50,12,3.33,few clouds
139,Tiksi,RU,71.6872,128.8694,34.39,77,13,8.08,few clouds
140,San Juan,AR,-31.5375,-68.5364,49.62,42,0,5.77,clear sky
141,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,87,0,6.91,clear sky
142,Roma,US,43.2128,-75.4557,73.72,89,75,5.01,broken clouds
143,Nkhata Bay,MW,-11.6066,34.2907,68.65,74,0,4.88,clear sky
144,Codrington,AU,-38.2667,141.9667,56.41,78,100,6.62,overcast clouds
145,Lavrentiya,RU,65.5833,-171.0,44.22,72,8,13.31,clear sky
146,Yumen,CN,40.2833,97.2,80.69,21,50,16.24,scattered clouds
147,Butaritari,KI,3.0707,172.7902,82.71,75,20,14.07,light rain
148,Faanui,PF,-16.4833,-151.75,80.4,71,0,15.3,clear sky
149,Nabire,ID,-3.3667,135.4833,82.27,76,55,0.89,broken clouds
150,Tabou,CI,4.423,-7.3528,75.79,90,100,9.55,moderate rain
151,Gimli,CA,50.6336,-96.9907,69.82,49,0,6.91,clear sky
152,Nicoya,CR,10.1483,-85.452,73.63,91,100,3.31,overcast clouds
153,Hami,CN,42.8,93.45,83.68,26,100,4.18,overcast clouds
154,Road Town,VG,18.4167,-64.6167,82.44,78,20,6.91,few clouds
155,Gravdal,NO,68.1214,13.5031,46.74,80,27,6.35,scattered clouds
156,Arona,ES,28.0996,-16.681,63.12,73,40,10.36,scattered clouds
157,Necochea,AR,-38.5473,-58.7368,46.44,69,0,10.22,clear sky
158,Totness,SR,5.8833,-56.3167,77.05,86,100,7.63,overcast clouds
159,Znamenskoye,RU,57.1281,73.8282,59.23,82,100,10.0,overcast clouds
160,Pitimbu,BR,-7.4706,-34.8086,73.99,93,22,9.75,few clouds
161,Kamaishi,JP,39.2667,141.8833,71.1,73,100,12.03,overcast clouds
162,Moctezuma,MX,29.8,-109.6667,90.61,34,48,9.69,scattered clouds
163,Senneterre,CA,48.3835,-77.2328,63.68,83,53,14.94,heavy intensity rain
164,Marysville,US,48.0518,-122.1771,69.71,58,0,6.91,clear sky
165,Taoudenni,ML,22.6783,-3.9836,96.51,23,95,7.67,overcast clouds
166,Rawson,AR,-43.3002,-65.1023,52.09,46,0,21.85,clear sky
167,Verkh-Usugli,RU,52.7,115.1667,76.08,33,74,1.77,broken clouds
168,Tall Kayf,TR,37.0833,41.0667,73.74,28,0,6.82,clear sky
169,Lasa,IT,46.6166,10.7002,63.48,88,4,6.24,clear sky
170,Bouna,CI,9.2667,-3.0,69.46,95,98,6.04,overcast clouds
171,Korla,CN,41.7597,86.1469,78.31,27,100,21.43,overcast clouds
172,Moree,AU,-29.4667,149.85,60.96,52,0,7.85,clear sky
173,Lakhdenpokhya,RU,61.5198,30.1992,47.55,93,100,10.09,overcast clouds
174,Balykshi,KZ,47.0667,51.8667,75.2,53,40,6.71,scattered clouds
175,Bilma,NE,18.6853,12.9164,89.06,26,1,8.84,clear sky
176,Acapulco,MX,16.8634,-99.8901,76.82,83,100,0.0,overcast clouds
177,Yerbogachen,RU,61.2767,108.0108,73.31,40,97,9.98,overcast clouds
178,Ancud,CL,-41.8697,-73.8203,42.22,74,9,8.21,clear sky
179,Lensk,RU,60.7253,114.9278,72.7,38,0,6.73,clear sky
180,Sisimiut,GL,66.9395,-53.6735,35.74,94,100,19.44,light rain
181,Port Macquarie,AU,-31.4333,152.9167,67.89,44,0,4.56,clear sky
182,Yichun,CN,47.7,128.9,59.0,96,100,3.51,overcast clouds
183,Kapuskasing,CA,49.4169,-82.4331,62.69,67,75,18.41,broken clouds
184,Bosobolo,CD,4.1833,19.9,68.97,97,97,2.3,light rain
185,Misratah,LY,32.3754,15.0925,74.21,75,0,5.64,clear sky
186,Qaanaaq,GL,77.484,-69.3632,32.25,80,17,3.74,few clouds
187,Cap-Aux-Meules,CA,47.3821,-61.8597,64.45,52,40,17.27,scattered clouds
188,Hinton,CA,53.4001,-117.5857,56.77,88,90,6.38,overcast clouds
189,Norman Wells,CA,65.282,-126.8329,64.44,36,20,16.11,few clouds
190,Ternate,ID,0.8,127.4,83.93,69,62,0.25,broken clouds
191,Fortuna,US,40.5982,-124.1573,57.92,76,40,8.05,scattered clouds
192,Kahului,US,20.8947,-156.47,84.97,60,40,24.16,scattered clouds
193,Barrow,US,71.2906,-156.7887,50.02,66,0,9.22,clear sky
194,Nelson Bay,AU,-32.7167,152.15,66.99,62,2,3.0,clear sky
195,Olds,CA,51.7834,-114.102,63.84,67,100,14.97,overcast clouds
196,Atambua,ID,-9.1061,124.8925,81.27,62,25,4.38,scattered clouds
197,Port Hedland,AU,-20.3167,118.5667,80.65,24,54,12.66,broken clouds
198,Touros,BR,-5.1989,-35.4608,72.93,82,32,9.46,scattered clouds
199,Salalah,OM,17.0151,54.0924,86.09,84,100,5.75,overcast clouds
200,Semey,KZ,50.4111,80.2275,64.62,59,0,8.95,clear sky
201,The Pas,CA,53.8251,-101.2541,59.02,72,100,6.91,overcast clouds
202,Sambava,MG,-14.2667,50.1667,67.64,87,16,5.59,few clouds
203,Nemuro,JP,43.3236,145.575,54.03,96,89,3.47,overcast clouds
204,La Tuque,CA,47.4334,-72.7824,71.85,78,100,11.5,overcast clouds
205,Boyolangu,ID,-8.1181,111.8935,82.42,74,9,1.25,clear sky
206,Cidreira,BR,-30.1811,-50.2056,62.17,84,100,10.85,overcast clouds
207,Bojnurd,IR,37.4747,57.329,66.15,59,0,4.61,dust
208,Townsville,AU,-19.25,146.8,77.88,53,20,16.11,few clouds
209,Ilulissat,GL,69.2167,-51.1,39.22,75,40,10.36,scattered clouds
210,Kyaikto,MM,17.3,97.0167,83.05,74,95,3.49,overcast clouds
211,Gidole,ET,5.65,37.3667,55.2,70,82,1.72,broken clouds
212,Klaksvik,FO,62.2266,-6.589,50.92,99,100,22.06,light rain
213,Santa Fe,AR,-31.6333,-60.7,54.0,83,15,8.01,few clouds
214,Ucluelet,CA,48.9329,-125.5528,57.09,85,30,2.35,scattered clouds
215,Namatanai,PG,-3.6667,152.4333,83.95,68,26,10.0,scattered clouds
216,Abonnema,NG,4.7084,6.7931,73.09,95,100,3.87,light rain
217,Bayir,TR,37.2687,28.2167,59.52,71,0,3.87,clear sky
218,San Ramon,US,37.7799,-121.978,67.39,61,0,19.57,clear sky
219,Coahuayana,MX,18.7333,-103.6833,78.82,81,100,4.45,overcast clouds
220,Tazovskiy,RU,67.4667,78.7,50.83,52,20,13.96,few clouds
221,Galle,LK,6.0367,80.217,80.24,80,100,9.06,overcast clouds
222,Rio Cuarto,AR,-33.1307,-64.3499,41.47,50,0,7.85,clear sky
223,Porbandar,IN,21.6422,69.6093,84.87,75,95,12.44,overcast clouds
224,Lowestoft,GB,52.4752,1.7516,65.44,80,100,9.55,overcast clouds
225,Yar-Sale,RU,66.8333,70.8333,54.99,47,27,8.12,scattered clouds
226,Tezu,IN,27.9167,96.1667,71.94,99,100,2.8,overcast clouds
227,Pisco,PE,-13.7,-76.2167,63.01,77,3,8.05,mist
228,Dinkelsbuhl,DE,49.0694,10.3199,59.16,78,97,2.3,overcast clouds
229,Isangel,VU,-19.55,169.2667,81.09,79,100,13.49,overcast clouds
230,Honningsvag,NO,70.9821,25.9704,38.95,87,100,9.22,overcast clouds
231,Coihaique,CL,-45.5752,-72.0662,38.01,75,75,3.44,broken clouds
232,Irbil,IQ,36.1926,44.0106,75.02,23,0,3.44,clear sky
233,Vohibinany,MG,-17.35,49.0333,63.34,99,17,2.37,few clouds
234,Avera,US,33.194,-82.5271,86.05,52,7,8.25,clear sky
235,Aswan,EG,24.0934,32.907,83.5,28,0,8.05,clear sky
236,Puerto Narino,CO,-3.7703,-70.3831,72.27,98,90,0.58,overcast clouds
237,Matara,LK,5.9485,80.5353,78.96,84,100,8.32,overcast clouds
238,Empangeni,ZA,-28.762,31.8933,50.58,67,11,4.03,few clouds
239,Cayenne,GF,4.9333,-52.3333,75.09,1,0,0.0,clear sky
240,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,53.98,83,0,1.23,clear sky
241,Bengkulu,ID,-3.8004,102.2655,81.18,72,100,2.3,overcast clouds
242,Victoria,HK,22.2855,114.1577,87.85,78,100,17.0,light rain
243,Eravur,LK,7.7733,81.6095,80.11,80,100,4.12,overcast clouds
244,Eureka,US,40.8021,-124.1637,58.75,77,100,1.99,overcast clouds
245,Nizhniy Baskunchak,RU,48.2198,46.8311,65.71,78,20,9.86,few clouds
246,Bogorodskoye,RU,56.55,37.8833,50.58,89,88,6.15,overcast clouds
247,El Alto,PE,-4.2714,-81.2147,63.79,75,63,21.09,broken clouds
248,Dong Hoi,VN,17.4833,106.6,89.82,61,43,8.37,scattered clouds
249,Chicla,PE,-11.705,-76.2686,40.42,68,6,0.6,clear sky
250,San Patricio,US,28.017,-97.5169,84.88,74,4,11.21,clear sky
251,Bilibino,RU,68.0546,166.4372,60.85,27,44,2.35,scattered clouds
252,Tabuk,PH,17.4189,121.4443,85.64,71,52,6.4,broken clouds
253,Komsomolskiy,UZ,40.4272,71.7189,72.32,53,98,2.3,overcast clouds
254,Dalby,AU,-27.1833,151.2667,62.94,39,0,8.41,clear sky
255,Burnie,AU,-41.0667,145.9167,56.95,71,96,6.42,overcast clouds
256,Hobyo,SO,5.3505,48.5268,78.1,84,100,20.96,overcast clouds
257,Challapata,BO,-18.9,-66.7667,36.45,40,2,3.29,clear sky
258,Bayji,IQ,34.9311,43.487,84.02,23,0,10.2,clear sky
259,Pacific Grove,US,36.6177,-121.9166,69.12,74,0,17.27,clear sky
260,Logon,PH,11.3303,124.1146,84.36,69,23,4.07,few clouds
261,Weligama,LK,5.9667,80.4167,79.27,83,100,8.41,overcast clouds
262,Maun,BW,-19.9833,23.4167,35.56,69,0,2.3,clear sky
263,Tessalit,ML,20.1986,1.0114,80.01,58,100,16.08,light rain
264,Gamba,GA,-2.65,10.0,70.56,89,100,3.83,overcast clouds
265,Wellington,NZ,-41.2866,174.7756,58.06,75,40,8.05,scattered clouds
266,Bonfim,BR,3.0833,-59.95,75.0,87,17,4.5,few clouds
267,Khamgaon,IN,20.6833,76.5667,82.81,65,100,10.02,moderate rain
268,Oromocto,CA,45.8351,-66.4792,57.34,84,100,6.91,light intensity shower rain
269,Vilhena,BR,-12.7406,-60.1458,68.07,95,56,3.11,broken clouds
270,Kijang,KR,35.2442,129.2139,78.53,67,0,12.08,clear sky
271,Cabedelo,BR,-6.9811,-34.8339,74.07,91,17,10.38,few clouds
272,Vrangel,RU,42.7297,133.0839,61.54,86,83,6.06,broken clouds
273,Krasnoslobodsk,RU,48.7072,44.5714,58.82,88,0,6.71,clear sky
274,Upernavik,GL,72.7868,-56.1549,32.76,78,1,7.09,clear sky
275,Ponta Do Sol,PT,32.6667,-17.1,68.63,81,21,3.38,few clouds
276,Jackson,US,42.4165,-122.8345,65.16,59,40,12.66,scattered clouds
277,Provideniya,RU,64.3833,-173.3,42.91,87,20,11.18,few clouds
278,Izobilnyy,RU,45.3741,41.7121,61.92,79,8,3.42,clear sky
279,Omegna,IT,45.8798,8.408,73.45,76,56,5.79,broken clouds
280,Pula,HR,44.8683,13.8481,66.76,72,0,1.14,clear sky
281,Subiaco,IT,41.9254,13.0941,69.66,59,31,2.86,scattered clouds
282,Yokadouma,CM,3.5167,15.05,66.49,99,96,1.01,light rain
283,Asuncion,PY,-25.3007,-57.6359,72.84,83,100,9.22,overcast clouds
284,Swinford,IE,53.95,-8.95,59.07,88,100,14.67,overcast clouds
285,Aksu,CN,41.1231,80.2644,79.47,14,90,9.78,overcast clouds
286,Daru,PG,-9.0763,143.2092,80.91,85,83,14.5,broken clouds
287,Andra,RU,62.5147,65.8878,63.23,49,8,3.22,clear sky
288,Verkhnevilyuysk,RU,63.4453,120.3167,65.03,42,1,8.23,clear sky
289,Key Largo,US,25.0865,-80.4473,82.99,68,6,12.15,clear sky
290,Redlands,US,34.0556,-117.1825,92.07,48,0,13.8,haze
291,Auki,SB,-8.7676,160.7034,84.47,67,13,3.18,few clouds
292,Izmalkovo,RU,52.6887,37.964,50.85,87,21,6.62,few clouds
293,Mantua,IT,45.1667,10.7833,76.24,77,58,5.86,broken clouds
294,Sorland,NO,67.667,12.6934,46.26,77,100,5.88,overcast clouds
295,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,78.85,46,74,1.92,broken clouds
296,Krasnoselkup,RU,65.7,82.4667,65.84,74,100,8.95,overcast clouds
297,Nuuk,GL,64.1835,-51.7216,38.01,65,100,23.02,light snow
298,Upata,VE,8.0086,-62.3989,77.2,93,13,3.76,few clouds
299,Matalom,PH,10.2831,124.7878,85.89,65,92,2.08,overcast clouds
300,Ranong,TH,9.9658,98.6348,85.93,78,100,0.36,overcast clouds
301,Djambala,CG,-2.5447,14.7533,68.76,81,100,5.14,overcast clouds
302,Kenai,US,60.5544,-151.2583,63.03,71,0,18.41,clear sky
303,Sompeta,IN,18.9333,84.6,85.78,74,100,14.14,overcast clouds
304,Punta Cardon,VE,11.6581,-70.215,80.78,81,11,28.16,few clouds
305,Bongandanga,CD,1.5,21.05,70.79,97,100,1.07,overcast clouds
306,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,19.57,scattered clouds
307,Okha,RU,53.5739,142.9478,43.74,95,100,6.82,light rain
308,Great Yarmouth,GB,52.6083,1.7305,65.44,76,100,10.29,overcast clouds
309,Severo-Yeniseyskiy,RU,60.3725,93.0408,55.33,98,100,2.1,moderate rain
310,Vao,NC,-22.6667,167.4833,75.97,84,100,13.11,light rain
311,Severo-Kurilsk,RU,50.6789,156.125,51.44,75,90,4.45,overcast clouds
312,Cabo San Lucas,MX,22.8909,-109.9124,89.62,42,40,8.05,scattered clouds
313,Suez,EG,29.9737,32.5263,71.2,87,0,9.73,clear sky
314,Lorengau,PG,-2.0226,147.2712,83.44,77,100,10.56,overcast clouds
315,Upington,ZA,-28.4478,21.2561,43.18,52,0,5.75,clear sky
316,Aanekoski,FI,62.6946,25.818,48.27,95,100,10.16,overcast clouds
317,Uglovskoye,RU,51.3557,80.1942,65.68,56,95,10.07,overcast clouds
318,Lebu,CL,-37.6167,-73.65,50.25,83,94,5.73,overcast clouds
319,Nizwa,OM,22.9333,57.5333,88.72,42,89,1.41,overcast clouds
320,Wisconsin Rapids,US,44.3836,-89.8174,71.53,61,0,8.05,clear sky
321,Xining,CN,36.6167,101.7667,68.85,30,71,1.99,broken clouds
322,Hargeysa,SO,9.56,44.065,69.82,59,99,24.54,overcast clouds
323,Iracoubo,GF,5.4802,-53.2011,77.18,83,100,4.65,overcast clouds
324,Ambon,ID,-3.6954,128.1814,84.34,74,40,2.3,scattered clouds
325,Tieli,CN,46.95,128.05,63.18,89,100,5.97,overcast clouds
326,Airai,TL,-8.9266,125.4092,69.57,64,30,4.5,scattered clouds
327,Carauari,BR,-4.8828,-66.8958,71.71,99,100,0.43,overcast clouds
328,Samorin,SK,48.0302,17.3097,63.1,89,0,2.3,clear sky
329,Jalu,LY,29.0331,21.5482,77.86,40,2,12.57,clear sky
330,Gilbues,BR,-9.8317,-45.3439,73.78,46,47,4.36,scattered clouds
331,Srivardhan,IN,18.0333,73.0167,81.5,81,98,5.66,overcast clouds
332,Trincomalee,LK,8.5711,81.2335,80.08,76,100,12.8,overcast clouds
333,Havoysund,NO,70.9963,24.6622,39.43,85,100,10.92,overcast clouds
334,Benemerito De Las Americas,MX,16.5167,-90.6439,72.18,98,100,1.12,overcast clouds
335,Kavaratti,IN,10.5669,72.642,81.72,79,96,11.32,overcast clouds
336,Tromso,NO,69.6496,18.957,46.38,81,100,9.22,overcast clouds
337,Arica,CL,-18.475,-70.3042,59.23,67,0,8.05,clear sky
338,San Cristobal,VE,7.7669,-72.225,75.38,98,36,2.37,scattered clouds
339,Burtunay,RU,42.9886,46.6303,56.39,86,34,4.85,scattered clouds
340,Paterno,IT,37.571,14.9027,72.64,70,0,4.61,clear sky
341,Prince Rupert,CA,54.3161,-130.3201,55.49,82,100,13.8,overcast clouds
342,Emba,KZ,48.8264,58.1442,74.44,37,81,2.35,broken clouds
343,Sao Filipe,CV,14.8961,-24.4956,73.94,85,63,5.61,broken clouds
344,Iqaluit,CA,63.7506,-68.5145,37.13,64,75,15.01,broken clouds
345,Bambous Virieux,MU,-20.3428,57.7575,69.22,94,20,5.75,few clouds
346,Stafford,GB,52.8052,-2.1164,65.39,68,100,7.78,overcast clouds
347,Pusad,IN,19.9,77.5833,81.45,74,100,9.71,overcast clouds
348,Longyearbyen,SJ,78.2186,15.6401,39.04,75,75,6.91,broken clouds
349,Chlorakas,CY,34.8042,32.4083,70.68,68,0,1.14,clear sky
350,College,US,64.8569,-147.8028,73.58,50,75,10.36,broken clouds
351,Aklavik,CA,68.2191,-135.0107,71.87,36,24,5.64,few clouds
