City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
67,La Ciotat,43.1748,5.6045,73.29,85,69,7.63,FR,2022-06-15 22:41:34
68,Mujiayingzi,42.1167,118.7833,66.15,65,2,5.53,CN,2022-06-15 22:41:34
69,Bonavista,48.6499,-53.1147,44.06,81,23,2.86,CA,2022-06-15 22:41:34
70,Avarua,-21.2078,-159.775,82.45,69,20,14.97,CK,2022-06-15 22:41:34
71,Husavik,66.0449,-17.3389,48.6,92,94,8.1,IS,2022-06-15 22:41:35
72,Codrington,-38.2667,141.9667,55.63,90,60,13.98,AU,2022-06-15 22:41:35
73,Guinguineo,14.2667,-15.95,84.83,60,79,10.09,SN,2022-06-15 22:41:35
74,Bontang,0.1333,117.5,77.63,86,100,5.86,ID,2022-06-15 22:41:36
75,Lansdale,40.2415,-75.2838,84.69,57,40,8.05,US,2022-06-15 22:41:36
76,Jamestown,42.097,-79.2353,83.79,87,100,7.45,US,2022-06-15 22:38:11
77,Lagoa,39.05,-27.9833,63.39,86,38,6.71,PT,2022-06-15 22:41:36
78,Faanui,-16.4833,-151.75,80.8,70,13,17.25,PF,2022-06-15 22:41:37
79,Bardiyah,31.7561,25.0865,73.29,79,0,7.2,LY,2022-06-15 22:41:37
80,Qaanaaq,77.484,-69.3632,29.95,79,67,1.52,GL,2022-06-15 22:41:38
81,Mumford,5.2618,-0.759,74.57,94,100,6.69,GH,2022-06-15 22:41:38
82,Hudson Bay,52.85,-102.3842,59.18,65,86,1.74,CA,2022-06-15 22:41:38
83,Constitucion,-35.3333,-72.4167,51.42,88,24,7.76,CL,2022-06-15 22:41:39
84,Puerto Ayora,-0.7393,-90.3518,78.76,89,42,8.99,EC,2022-06-15 22:41:14
85,Punta Arenas,-53.15,-70.9167,44.71,65,75,23.02,CL,2022-06-15 22:40:41
86,Faya,18.3851,42.4509,73.51,21,67,8.12,SA,2022-06-15 22:41:39
87,Saint-Pierre,-21.3393,55.4781,71.91,73,20,5.75,RE,2022-06-15 22:39:39
88,Ginda,30.6945,78.4932,66.36,52,51,6.55,IN,2022-06-15 22:41:39
89,Constantine,36.365,6.6147,76.41,33,0,2.3,DZ,2022-06-15 22:41:40
90,Kilindoni,-7.9139,39.6668,77.74,76,0,8.08,TZ,2022-06-15 22:41:40
91,Batemans Bay,-35.7167,150.1833,51.1,73,84,6.46,AU,2022-06-15 22:39:56
92,Hervey Bay,-25.2986,152.8535,65.59,70,100,3.58,AU,2022-06-15 22:42:41
93,Sur,22.5667,59.5289,86.81,66,15,10.33,OM,2022-06-15 22:42:41
94,Cayenne,4.9333,-52.3333,82.09,9,0,1.99,GF,2022-06-15 22:42:41
95,Carnarvon,-24.8667,113.6333,70.16,89,100,2.3,AU,2022-06-15 22:42:41
96,Penzance,50.1186,-5.5371,52.48,79,44,9.75,GB,2022-06-15 22:42:42
97,Southbridge,42.0751,-72.0334,75.63,67,69,6.31,US,2022-06-15 22:42:42
98,Ambovombe,-25.1667,46.0833,70.05,66,73,6.31,MG,2022-06-15 22:42:42
99,Georgetown,5.4112,100.3354,76.95,94,40,13.0,MY,2022-06-15 22:38:12
100,Victoria,22.2855,114.1577,82.45,89,100,8.01,HK,2022-06-15 22:41:36
101,Buin,-33.7333,-70.75,57.06,74,0,1.63,CL,2022-06-15 22:42:43
102,Erzin,36.9559,36.2,69.8,86,2,1.05,TR,2022-06-15 22:42:43
103,Savannah Bight,16.45,-85.85,81.19,77,95,16.42,HN,2022-06-15 22:42:44
104,Kodiak,57.79,-152.4072,56.71,72,0,12.66,US,2022-06-15 22:42:44
105,Kanigoro,-8.13,112.219,71.98,90,94,3.2,ID,2022-06-15 22:42:44
106,Fethiye,36.6217,29.1164,69.67,67,24,3.58,TR,2022-06-15 22:42:45
107,Jiwani,25.05,61.7417,81.48,86,7,7.38,PK,2022-06-15 22:42:45
108,Inhambane,-23.865,35.3833,70.03,78,35,15.46,MZ,2022-06-15 22:42:45
109,El Alto,-4.2714,-81.2147,71.26,78,4,23.33,PE,2022-06-15 22:42:45
110,Nouadhibou,20.931,-17.0347,69.78,83,1,13.8,MR,2022-06-15 22:42:46
111,Castro,-24.7911,-50.0119,52.92,88,37,2.73,BR,2022-06-15 22:42:46
112,Geraldton,-28.7667,114.6,59.41,94,75,6.91,AU,2022-06-15 22:42:46
113,Alofi,-19.0595,-169.9187,80.49,78,75,13.8,NU,2022-06-15 22:42:47
114,Alyangula,-13.8483,136.4192,76.98,66,21,15.01,AU,2022-06-15 22:42:47
115,Cidreira,-30.1811,-50.2056,59.32,81,4,3.18,BR,2022-06-15 22:42:47
116,Kwinana,-32.25,115.7667,50.29,79,18,9.53,AU,2022-06-15 22:40:50
117,Cortez,37.3489,-108.5859,83.16,5,0,12.48,US,2022-06-15 22:42:48
118,Dumas,35.8656,-101.9732,88.61,23,0,5.75,US,2022-06-15 22:42:48
119,Yar-Sale,66.8333,70.8333,55.24,57,6,13.76,RU,2022-06-15 22:42:48
120,Luanda,-8.8368,13.2343,71.6,83,75,6.91,AO,2022-06-15 22:38:59
121,Lebu,-37.6167,-73.65,50.94,87,87,6.69,CL,2022-06-15 22:42:48
122,Guerrero Negro,27.9769,-114.0611,72.48,52,0,17.81,MX,2022-06-15 22:42:49
123,Shelburne,44.0787,-80.2041,84.99,79,100,6.42,CA,2022-06-15 22:42:49
124,Olafsvik,64.8945,-23.7142,48.31,73,41,15.3,IS,2022-06-15 22:42:49
125,Fortuna,40.5982,-124.1573,65.93,72,0,14.97,US,2022-06-15 22:42:50
126,Severo-Kurilsk,50.6789,156.125,48.22,79,87,10.74,RU,2022-06-15 22:42:50
127,Vaini,-21.2,-175.2,78.96,73,75,8.05,TO,2022-06-15 22:42:50
128,Martapura,-3.4167,114.85,73.49,100,67,3.44,ID,2022-06-15 22:42:51
129,Arraial Do Cabo,-22.9661,-42.0278,64.26,72,0,4.61,BR,2022-06-15 22:42:51
130,Westport,41.1415,-73.3579,77.27,76,40,9.22,US,2022-06-15 22:41:50
131,Meulaboh,4.1363,96.1285,75.83,83,100,3.31,ID,2022-06-15 22:42:51
132,Fort Nelson,58.8053,-122.7002,71.19,33,75,4.61,CA,2022-06-15 22:42:52
133,Kenscoff,18.4506,-72.2869,73.54,58,40,11.5,HT,2022-06-15 22:42:52
134,Naze,28.3667,129.4833,72.52,91,100,9.53,JP,2022-06-15 22:42:52
135,Taoudenni,22.6783,-3.9836,96.17,8,0,1.86,ML,2022-06-15 22:42:53
136,San Vicente,-26.6167,-54.1333,53.64,95,0,2.93,AR,2022-06-15 22:43:53
137,Adrar,20.5022,-10.0711,93.72,15,17,7.16,MR,2022-06-15 22:43:53
138,San Lucas Sacatepequez,14.6097,-90.6569,64.83,56,75,18.41,GT,2022-06-15 22:43:53
139,Kalanguy,51.0167,116.5167,60.98,71,0,6.53,RU,2022-06-15 22:43:54
140,Anamur,36.0751,32.8369,76.55,59,0,7.7,TR,2022-06-15 22:43:54
141,Dingle,10.9995,122.6711,80.67,83,69,4.0,PH,2022-06-15 22:43:54
142,Banyo,6.75,11.8167,64.04,92,15,2.19,CM,2022-06-15 22:43:55
143,Hobart,-42.8794,147.3294,42.66,100,75,2.3,AU,2022-06-15 22:40:19
144,Hamilton,39.1834,-84.5333,93.65,58,0,12.66,US,2022-06-15 22:43:31
145,Kloulklubed,7.0419,134.2556,77.5,75,60,10.33,PW,2022-06-15 22:43:55
146,Lompoc,34.6391,-120.4579,90.7,55,0,14.97,US,2022-06-15 22:40:32
147,Viedma,-40.8135,-62.9967,46.47,88,79,4.56,AR,2022-06-15 22:43:55
148,Port Blair,11.6667,92.75,80.98,81,58,6.82,IN,2022-06-15 22:43:56
149,Kendari,-3.945,122.4989,75.31,93,99,1.63,ID,2022-06-15 22:43:56
150,Mount Gambier,-37.8333,140.7667,51.71,100,100,6.91,AU,2022-06-15 22:43:52
151,Linxia,35.6003,103.2064,58.75,51,89,3.74,CN,2022-06-15 22:39:08
152,Talnakh,69.4865,88.3972,65.21,51,77,6.58,RU,2022-06-15 22:43:57
153,Loreto,22.2667,-101.9667,71.76,45,70,25.79,MX,2022-06-15 22:43:57
154,Limerick,52.6647,-8.6231,58.95,88,87,1.59,IE,2022-06-15 22:43:57
155,Chandauli,25.2667,83.2667,88.3,51,69,10.87,IN,2022-06-15 22:43:57
156,Kahului,20.8947,-156.47,84.22,58,40,21.85,US,2022-06-15 22:42:25
157,Kingisepp,59.3733,28.6134,53.67,85,77,9.46,RU,2022-06-15 22:43:58
158,Ahipara,-35.1667,173.1667,61.0,59,50,7.72,NZ,2022-06-15 22:43:58
159,Kortkeros,61.8106,51.5806,60.8,95,100,5.35,RU,2022-06-15 22:43:58
160,Chuy,-33.6971,-53.4616,54.27,76,94,5.68,UY,2022-06-15 22:43:59
161,Havoysund,70.9963,24.6622,41.23,87,100,13.29,NO,2022-06-15 22:43:59
162,Aykhal,66.0,111.5,58.39,66,60,14.0,RU,2022-06-15 22:43:59
163,Sivaki,52.6333,126.75,63.86,72,96,6.58,RU,2022-06-15 22:44:00
164,Nhulunbuy,-12.2333,136.7667,79.41,78,40,11.5,AU,2022-06-15 22:44:00
165,Boyuibe,-20.4167,-63.2833,60.66,60,0,3.51,BO,2022-06-15 22:44:00
166,Tiksi,71.6872,128.8694,36.79,75,47,13.51,RU,2022-06-15 22:44:01
167,Tuatapere,-46.1333,167.6833,48.11,90,90,7.7,NZ,2022-06-15 22:44:01
168,Alice Springs,-23.7,133.8833,44.15,87,14,4.61,AU,2022-06-15 22:44:01
169,Chivilcoy,-34.8957,-60.0167,53.35,66,74,5.06,AR,2022-06-15 22:43:21
170,Hualmay,-11.0964,-77.6139,63.18,75,6,13.42,PE,2022-06-15 22:44:02
171,Cherskiy,68.75,161.3,60.85,24,4,9.98,RU,2022-06-15 22:44:02
172,Peruibe,-24.32,-46.9983,62.17,91,73,1.9,BR,2022-06-15 22:44:02
173,Tuktoyaktuk,69.4541,-133.0374,46.4,61,20,13.8,CA,2022-06-15 22:44:02
174,Rio Gallegos,-51.6226,-69.2181,39.25,65,0,9.22,AR,2022-06-15 22:44:03
175,Upernavik,72.7868,-56.1549,32.49,70,100,7.18,GL,2022-06-15 22:44:03
176,Port-Cartier,50.0334,-66.8654,73.62,60,15,10.98,CA,2022-06-15 22:44:03
177,Santa Cruz,-17.8,-63.1667,75.25,50,0,13.8,BO,2022-06-15 22:42:19
178,Christchurch,-43.5333,172.6333,54.41,88,22,4.61,NZ,2022-06-15 22:41:06
179,Virden,39.5009,-89.7679,94.82,66,95,14.74,US,2022-06-15 22:44:04
180,Kudahuvadhoo,2.6708,72.8944,83.52,72,66,12.1,MV,2022-06-15 22:39:37
181,Aksu,41.1231,80.2644,76.3,25,59,6.22,CN,2022-06-15 22:44:04
182,Saldanha,-33.0117,17.9442,44.65,71,19,8.86,ZA,2022-06-15 22:44:05
183,Pontianak,-0.0333,109.3333,75.18,100,40,0.0,ID,2022-06-15 22:44:05
184,Te Anau,-45.4167,167.7167,46.58,90,95,5.86,NZ,2022-06-15 22:45:05
185,Nuuk,64.1835,-51.7216,45.21,57,0,5.75,GL,2022-06-15 22:44:51
186,Svetlyy,54.675,20.1347,51.96,88,82,4.34,RU,2022-06-15 22:45:06
187,Kaitangata,-46.2817,169.8464,49.93,77,84,15.28,NZ,2022-06-15 22:45:06
188,Dakar,14.6937,-17.4441,77.88,88,64,15.12,SN,2022-06-15 22:41:03
189,Saint Pete Beach,27.7253,-82.7412,93.25,60,0,11.5,US,2022-06-15 22:45:06
190,Oum Hadjer,13.2954,19.6966,91.4,34,90,6.46,TD,2022-06-15 22:45:07
191,Marawi,7.9986,124.2928,71.01,84,44,1.36,PH,2022-06-15 22:45:07
192,Tarnogskiy Gorodok,60.4997,43.5761,50.05,94,4,6.58,RU,2022-06-15 22:45:07
193,Coruripe,-10.1256,-36.1756,74.71,81,97,15.1,BR,2022-06-15 22:45:08
194,San Fernando,15.0286,120.6898,85.73,78,97,2.28,PH,2022-06-15 22:45:08
195,Sungai Besar,3.6746,100.9867,75.85,91,97,6.08,MY,2022-06-15 22:45:08
196,Severodvinsk,64.5635,39.8302,59.11,99,83,6.55,RU,2022-06-15 22:45:08
197,Puerto Vallarta,20.6204,-105.2307,84.9,70,100,7.0,MX,2022-06-15 22:44:47
198,Norman Wells,65.282,-126.8329,59.04,51,75,5.75,CA,2022-06-15 22:45:09
199,Vysokovsk,56.3167,36.55,52.59,82,33,10.71,RU,2022-06-15 22:45:09
200,Mar Del Plata,-38.0023,-57.5575,51.1,92,82,0.0,AR,2022-06-15 22:42:26
201,Chokurdakh,70.6333,147.9167,66.11,29,88,6.51,RU,2022-06-15 22:45:09
202,Tsabong,-26.0217,22.401,45.43,52,1,7.63,BW,2022-06-15 22:45:10
203,Khuzhir,53.1939,107.3397,50.45,76,27,0.83,RU,2022-06-15 22:45:10
204,Yellowknife,62.456,-114.3525,64.92,45,75,8.05,CA,2022-06-15 22:42:33
205,Longyearbyen,78.2186,15.6401,39.04,75,75,9.22,SJ,2022-06-15 22:45:10
206,Mugumu,-1.85,34.7,62.29,86,94,3.38,TZ,2022-06-15 22:45:11
207,Wuchi,29.3786,103.023,56.23,86,95,2.13,CN,2022-06-15 22:45:11
208,Gat,31.61,34.7642,74.8,100,0,4.74,IL,2022-06-15 22:45:11
209,Kunashak,55.7032,61.5498,59.52,91,34,7.16,RU,2022-06-15 22:45:12
210,Veraval,20.9,70.3667,84.88,75,56,13.89,IN,2022-06-15 22:45:12
211,Santa Marta,11.2408,-74.199,77.05,94,75,6.91,CO,2022-06-15 22:40:16
212,Cabadiangan,9.7531,122.4739,81.14,82,75,3.44,PH,2022-06-15 22:45:13
213,Ambon,-3.6954,128.1814,76.23,16,40,2.3,ID,2022-06-15 22:42:10
214,Lavrentiya,65.5833,-171.0,39.11,97,100,16.02,RU,2022-06-15 22:45:13
215,Clyde,41.3042,-82.9752,92.82,67,39,12.39,US,2022-06-15 22:45:13
216,Amadora,38.7538,-9.2308,65.19,78,20,9.22,PT,2022-06-15 22:45:14
217,Vila Velha,-20.3297,-40.2925,71.55,82,75,5.75,BR,2022-06-15 22:45:14
218,Casino,-28.8667,153.05,62.78,72,0,3.71,AU,2022-06-15 22:45:14
219,Fare,-16.7,-151.0167,80.42,71,4,16.37,PF,2022-06-15 22:45:15
220,Moree,-29.4667,149.85,56.16,71,0,0.58,AU,2022-06-15 22:45:15
221,Khasan,42.4308,130.6434,56.89,91,100,2.89,RU,2022-06-15 22:45:15
222,Shimorskoye,55.3244,42.0267,52.88,90,100,6.51,RU,2022-06-15 22:45:16
223,Newton,42.337,-71.2092,74.7,51,20,11.5,US,2022-06-15 22:41:59
224,Touros,-5.1989,-35.4608,75.24,79,14,9.91,BR,2022-06-15 22:45:16
225,Moroni,-11.7022,43.2551,76.03,81,3,1.5,KM,2022-06-15 22:45:16
226,Senno,59.5336,33.9167,53.26,98,83,11.25,RU,2022-06-15 22:45:17
227,Carson City,39.1638,-119.7674,90.73,15,0,18.41,US,2022-06-15 22:45:07
228,Aldan,58.6031,125.3894,58.3,61,7,3.56,RU,2022-06-15 22:46:17
229,Leningradskiy,69.3833,178.4167,40.37,75,86,10.89,RU,2022-06-15 22:45:40
230,Aklavik,68.2191,-135.0107,63.48,34,3,7.27,CA,2022-06-15 22:46:17
231,Moron,-34.6534,-58.6198,57.96,85,100,2.89,AR,2022-06-15 22:46:18
232,Vestmanna,62.1564,-7.1664,49.12,100,100,4.61,FO,2022-06-15 22:46:18
233,Iqaluit,63.7506,-68.5145,53.33,66,100,16.11,CA,2022-06-15 22:44:56
234,Montepuez,-13.1256,38.9997,65.52,84,53,2.62,MZ,2022-06-15 22:46:19
235,Amasya,40.6667,35.8333,60.48,90,0,3.67,TR,2022-06-15 22:46:19
236,Khor,47.8861,134.9464,65.66,74,56,4.41,RU,2022-06-15 22:46:19
237,Kenai,60.5544,-151.2583,66.02,64,0,12.66,US,2022-06-15 22:46:20
238,Pecos,31.4229,-103.4932,102.29,17,40,11.5,US,2022-06-15 22:46:20
239,Birao,10.2849,22.7882,72.63,84,100,10.38,CF,2022-06-15 22:46:20
240,Sao Joao Da Barra,-21.6403,-41.0511,67.57,75,99,7.47,BR,2022-06-15 22:46:21
241,Ilulissat,69.2167,-51.1,37.42,70,7,9.22,GL,2022-06-15 22:46:21
242,Kailua,21.4022,-157.7394,84.15,71,0,16.11,US,2022-06-15 22:46:21
243,Kirakira,-10.4544,161.9205,82.72,76,77,9.26,SB,2022-06-15 22:46:21
244,Cockburn Town,21.4612,-71.1419,81.39,84,8,17.83,TC,2022-06-15 22:46:22
245,Dodge City,37.7528,-100.0171,89.24,38,0,6.91,US,2022-06-15 22:46:22
246,Petropavlovsk-Kamchatskiy,53.0452,158.6483,48.79,76,75,8.95,RU,2022-06-15 22:46:22
247,High Level,58.5169,-117.136,75.31,27,75,11.5,CA,2022-06-15 22:46:23
248,Palana,59.1167,159.9667,46.62,69,100,2.37,RU,2022-06-15 22:46:23
249,Ishigaki,24.3448,124.1572,80.73,94,75,10.36,JP,2022-06-15 22:46:23
250,Tazovskiy,67.4667,78.7,52.99,91,100,10.83,RU,2022-06-15 22:46:24
251,Carballo,43.213,-8.691,67.42,89,100,1.28,ES,2022-06-15 22:46:24
252,Teahupoo,-17.8333,-149.2667,78.76,79,34,19.62,PF,2022-06-15 22:46:24
253,Trelew,-43.249,-65.3051,48.33,70,21,7.61,AR,2022-06-15 22:46:24
254,Surt,31.2089,16.5887,73.92,76,0,8.68,LY,2022-06-15 22:46:25
255,Krasnyy Chikoy,50.3643,108.7512,65.68,70,96,0.65,RU,2022-06-15 22:46:25
256,Tautira,-17.7333,-149.15,78.85,79,31,19.01,PF,2022-06-15 22:46:25
257,Skibbereen,51.55,-9.2667,55.11,93,76,6.44,IE,2022-06-15 22:46:26
258,Gornopravdinsk,60.05,69.9,52.38,83,95,6.62,RU,2022-06-15 22:45:56
259,Motygino,58.1831,94.7592,61.07,95,39,2.46,RU,2022-06-15 22:46:26
260,Puerto Madero,14.7208,-92.4215,78.37,85,100,0.74,MX,2022-06-15 22:46:26
261,Kidodi,-7.6036,37.0044,66.72,86,0,2.15,TZ,2022-06-15 22:46:27
262,Airai,-8.9266,125.4092,60.75,86,99,4.41,TL,2022-06-15 22:42:55
263,Beloha,-25.1667,45.05,66.27,69,46,6.64,MG,2022-06-15 22:46:27
264,Thompson,55.7435,-97.8558,71.76,30,40,12.66,CA,2022-06-15 22:46:27
265,Yangambi,0.8102,24.4336,69.75,96,85,1.34,CD,2022-06-15 22:46:28
266,Los Llanos De Aridane,28.6585,-17.9182,65.95,90,0,16.11,ES,2022-06-15 22:46:28
267,Tadine,-21.55,167.8833,75.29,84,39,17.07,NC,2022-06-15 22:46:28
268,Laem Sing,12.4816,102.0738,85.14,100,99,4.9,TH,2022-06-15 22:46:28
269,Ancud,-41.8697,-73.8203,46.22,88,39,3.62,CL,2022-06-15 22:46:29
270,Clyde River,70.4692,-68.5914,34.03,93,100,29.93,CA,2022-06-15 22:46:29
271,Nome,64.5011,-165.4064,46.17,81,100,13.8,US,2022-06-15 22:46:29
272,Sistranda,63.7256,8.834,51.76,95,100,9.69,NO,2022-06-15 22:47:30
273,Cabo San Lucas,22.8909,-109.9124,96.62,62,9,12.82,MX,2022-06-15 22:44:08
274,Katsuura,35.1333,140.3,68.22,89,100,3.29,JP,2022-06-15 22:47:30
275,Bowen,-20.0167,148.2333,69.82,71,27,8.05,AU,2022-06-15 22:47:30
276,Hasaki,35.7333,140.8333,68.29,88,100,3.31,JP,2022-06-15 22:47:31
277,Sinnamary,5.3833,-52.95,77.25,85,39,8.21,GF,2022-06-15 22:47:31
278,Warri,5.5167,5.75,74.44,96,48,3.87,NG,2022-06-15 22:47:31
279,Poenari,45.3167,24.65,51.98,88,16,4.29,RO,2022-06-15 22:47:32
280,Laguna,38.421,-121.4238,99.75,15,0,6.91,US,2022-06-15 22:45:36
281,Neryungri,56.6709,124.6491,59.32,55,11,5.21,RU,2022-06-15 22:47:32
282,Kalmanka,52.8992,83.5433,57.29,91,99,6.17,RU,2022-06-15 22:47:32
283,Naryan-Mar,67.6713,53.087,44.04,81,54,7.18,RU,2022-06-15 22:47:33
284,Kholtoson,50.2981,103.3097,57.02,98,100,1.03,RU,2022-06-15 22:47:33
285,Tera,14.0078,0.7531,91.9,40,96,12.1,NE,2022-06-15 22:47:33
286,Acari,-15.4311,-74.6158,63.39,76,30,4.59,PE,2022-06-15 22:47:34
287,La Rioja,42.25,-2.5,65.98,39,91,3.22,ES,2022-06-15 22:47:34
288,Broome,42.2506,-75.833,84.65,47,0,5.75,US,2022-06-15 22:47:34
289,Ardahan,41.1087,42.7022,46.26,94,83,3.78,TR,2022-06-15 22:47:34
290,Vrangel,42.7297,133.0839,55.62,94,100,3.85,RU,2022-06-15 22:47:35
291,Kruisfontein,-34.0033,24.7314,46.89,80,60,10.6,ZA,2022-06-15 22:47:35
292,Turukhansk,65.8167,87.9833,64.81,77,100,9.15,RU,2022-06-15 22:47:35
293,Khilok,51.3674,110.4676,65.26,51,57,1.01,RU,2022-06-15 22:47:36
294,Barcelona,41.3888,2.159,79.63,79,20,2.3,ES,2022-06-15 22:47:36
295,Pazaric,43.7886,18.1608,57.42,77,0,3.44,BA,2022-06-15 22:47:36
